id,Name,Url,Loaded,ExpensiveLevel,Category,Claimed,HasWebsite,Stars,Reviews,Photos,MenuCount,MenuStartsCount,MenuReviewsCount,MenuPhotosCount,Attributes Has,AttributesCount,QuestionsCount,OpenHour1,EndHour1,OpenHour2,EndHour2,OpenHour3,EndHour3,OpenHour4,EndHour4,OpenHour5,EndHour5,OpenHour6,EndHour6,OpenHour7,EndHour7
155,,/biz/gong-korean-charcoal-bbq-restaurant-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,/biz/skyline-restaurant-adelaide,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,/biz/sneaky-pickle-goodwood?hrid=Lcxark8TNQMBKfmVlvc97g&osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,/biz/gauchos-argentinian-restaurant-adelaide?hrid=sYKF5TYNaNRpqD-8NuHDOA&osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,/biz/pixie-and-the-hawk-torrensville?hrid=swq2tjRPVU17U5znks_FMg&osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,/biz/sukhumvit-soi-38-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,/biz/levant-eatery-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,/biz/the-little-hunter-adelaide?hrid=QCDgfnEXPAa3kfijX47GXA&osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,/biz/houdas-kitchen-hindmarsh?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,/biz/la-buvette-drinkery-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,/biz/veggo-sizzle-adelaide-2?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,/biz/andres-cucina-and-polenta-bar-adelaide?hrid=yrnd_RDcXEyNNH7egQqeiQ&osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,/biz/rickys-kitchen-adelaide-3?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,/biz/sunmis-sushi-adelaide-2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,/biz/benjamin-on-franklin-adelaide?hrid=UMa5uPU-BLUwSAILa3TYWA&osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,/biz/rawfection-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
